Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Matches,goals_per_90,assists_per_90,goals_assists_per_90,expected_goals_per_90,expected_assists_per_90,progressive_carries_per_90,progressive_passes_per_90,progressive_receptions_per_90,Goals,Assists,Goals + Assists,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions
1692,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,25,1998,34,34,2907,32.3,31,3,34,24,7,9,3,1,25.9,18.6,7.7,26.3,150,140,386,Matches,0.9597523219814242,0.09287925696594428,1.0526315789473686,0.8018575851393189,0.238390092879257,4.643962848297214,4.3343653250774,11.950464396284831,99,58,99,99,92,96,71,98
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,154,144,488,Matches,0.7733333333333333,0.48,1.2533333333333334,0.6719999999999999,0.37866666666666665,4.1066666666666665,3.84,13.013333333333334,98,99,99,98,98,93,61,99
1484,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35,1988,34,32,2667,29.6,27,2,29,24,3,4,1,0,27.1,24.0,2.3,26.3,27,48,164,Matches,0.9121621621621622,0.06756756756756756,0.9797297297297297,0.9155405405405406,0.07770270270270269,0.9121621621621622,1.6216216216216215,5.54054054054054,99,48,98,99,49,31,9,73
1318,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31,1993,31,28,2381,26.5,26,9,35,17,9,9,5,0,20.3,13.3,5.3,18.6,29,97,143,Matches,0.9811320754716981,0.33962264150943394,1.320754716981132,0.7660377358490567,0.19999999999999998,1.0943396226415094,3.660377358490566,5.39622641509434,99,96,99,99,87,39,57,71
2202,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25,1999,36,32,2383,26.5,25,8,33,21,4,5,3,0,18.9,14.9,4.9,19.8,21,46,199,Matches,0.9433962264150944,0.3018867924528302,1.2452830188679245,0.7132075471698113,0.1849056603773585,0.7924528301886793,1.7358490566037736,7.509433962264151,99,94,99,99,85,26,11,87
1220,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,24,1999,34,34,2756,30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,Matches,0.7516339869281046,0.19607843137254902,0.9477124183006536,0.6633986928104575,0.14052287581699346,2.7124183006535945,2.8758169934640523,7.091503267973856,98,83,98,98,73,82,37,85
1110,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,24,2000,31,31,2736,30.4,22,3,25,19,3,4,2,0,22.0,18.8,3.0,21.8,24,20,124,Matches,0.7236842105263158,0.09868421052631579,0.8223684210526316,0.7236842105263158,0.09868421052631579,0.7894736842105263,0.6578947368421053,4.078947368421053,98,60,97,99,59,26,0,57
406,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33,1991,38,34,2952,32.8,21,4,25,13,8,8,4,0,18.3,12.3,1.7,13.9,23,24,134,Matches,0.6402439024390244,0.12195121951219513,0.7621951219512195,0.5579268292682927,0.05182926829268293,0.701219512195122,0.7317073170731708,4.085365853658537,97,67,96,97,35,22,0,57
698,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1997,29,20,1730,19.2,21,6,27,20,1,1,1,0,16.6,15.8,8.2,24.0,127,137,252,Matches,1.09375,0.3125,1.40625,0.8645833333333335,0.4270833333333333,6.614583333333334,7.135416666666667,13.125,99,95,99,99,99,99,96,99
1094,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,28,1996,30,29,2598,28.9,21,4,25,18,3,4,4,0,22.7,19.6,3.9,23.5,25,43,128,Matches,0.726643598615917,0.1384083044982699,0.8650519031141869,0.7854671280276817,0.13494809688581316,0.8650519031141869,1.4878892733564015,4.429065743944637,98,71,98,99,71,29,7,61
1061,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,22,2001,34,32,2804,31.2,21,5,26,14,7,9,3,0,16.3,9.1,5.7,14.8,126,157,295,Matches,0.6730769230769231,0.16025641025641027,0.8333333333333334,0.5224358974358975,0.1826923076923077,4.038461538461538,5.032051282051282,9.455128205128206,98,77,97,96,84,93,82,94
2540,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,28,1995,35,15,1566,17.4,20,2,22,19,1,1,4,0,16.8,16.0,1.6,17.6,32,31,81,Matches,1.149425287356322,0.1149425287356322,1.264367816091954,0.9655172413793105,0.09195402298850576,1.8390804597701151,1.781609195402299,4.655172413793104,100,65,99,99,56,64,12,63
2788,Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,13.4,11.0,2.6,13.6,14,42,94,Matches,0.60790273556231,0.0911854103343465,0.6990881458966566,0.4072948328267477,0.07902735562310031,0.425531914893617,1.2765957446808511,2.857142857142857,97,58,95,92,50,11,5,44
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24,1999,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,Matches,0.5277044854881267,0.18469656992084432,0.712401055408971,0.3245382585751979,0.2189973614775726,3.430079155672823,3.720316622691293,9.261213720316624,96,81,96,87,90,90,58,94
1331,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24,2000,32,31,2704,30.0,19,3,22,18,1,2,6,0,19.4,17.9,1.9,19.7,42,26,143,Matches,0.6333333333333333,0.1,0.7333333333333333,0.6466666666666666,0.06333333333333332,1.4,0.8666666666666667,4.766666666666667,97,60,96,98,42,49,1,65
2781,Yoane Wissa,cd COD,FW,Brentford,eng Premier League,27,1996,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,Matches,0.5864197530864198,0.1234567901234568,0.7098765432098766,0.5709876543209876,0.08024691358024692,1.8518518518518519,2.0679012345679015,4.753086419753086,97,67,95,97,50,64,18,64
2089,Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31,1993,30,22,1970,21.9,19,2,21,19,0,0,4,0,12.7,12.7,3.0,15.7,59,73,124,Matches,0.8675799086757991,0.09132420091324202,0.9589041095890412,0.5799086757990868,0.13698630136986303,2.6940639269406392,3.3333333333333335,5.662100456621005,99,58,98,97,72,82,49,74
416,Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,24,2000,29,28,2109,23.4,18,2,20,16,2,2,0,0,14.8,13.2,3.1,16.3,32,42,157,Matches,0.7692307692307693,0.08547008547008547,0.8547008547008548,0.6324786324786326,0.13247863247863248,1.3675213675213675,1.794871794871795,6.7094017094017095,98,55,98,98,70,48,12,83
2178,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27,1996,36,32,2839,31.5,18,9,27,16,2,2,4,0,19.2,17.6,12.7,30.3,94,135,349,Matches,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.6095238095238095,0.40317460317460313,2.984126984126984,4.285714285714286,11.079365079365079,97,93,98,98,99,85,70,97
104,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24,2000,37,30,2509,27.9,17,4,21,13,4,4,5,0,14.1,11.0,5.3,16.3,79,92,162,Matches,0.6093189964157706,0.14336917562724016,0.7526881720430108,0.5053763440860215,0.1899641577060932,2.831541218637993,3.2974910394265233,5.806451612903226,97,72,96,96,86,83,48,76
1305,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,2002,33,31,2578,28.6,17,3,20,12,5,8,2,0,14.9,8.9,2.0,10.9,50,72,167,Matches,0.5944055944055944,0.1048951048951049,0.6993006993006993,0.5209790209790209,0.06993006993006992,1.7482517482517481,2.5174825174825175,5.839160839160839,97,62,95,96,45,61,28,76
2751,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,28,1995,38,31,2598,28.9,16,8,24,14,2,2,2,0,15.3,13.8,3.3,17.1,55,31,165,Matches,0.5536332179930796,0.2768166089965398,0.8304498269896194,0.5294117647058824,0.11418685121107267,1.9031141868512111,1.0726643598615917,5.709342560553633,96,92,97,96,65,65,2,75
671,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,2000,32,28,2554,28.4,16,5,21,10,6,7,4,0,16.2,10.7,4.4,15.1,40,65,184,Matches,0.5633802816901409,0.17605633802816903,0.7394366197183099,0.5704225352112676,0.15492957746478875,1.4084507042253522,2.2887323943661975,6.47887323943662,97,80,96,97,78,49,23,81
1365,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,28,1995,31,31,2737,30.4,16,7,23,15,1,2,5,1,13.6,11.9,6.2,18.0,45,63,145,Matches,0.5263157894736842,0.23026315789473686,0.7565789473684211,0.4473684210526316,0.20394736842105265,1.480263157894737,2.072368421052632,4.769736842105264,96,88,96,94,88,52,18,65
1435,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,16.3,11.7,3.4,15.0,24,66,159,Matches,0.6578947368421052,0.08771929824561403,0.7456140350877193,0.7149122807017544,0.14912280701754385,1.0526315789473684,2.8947368421052633,6.973684210526316,98,56,96,99,76,37,38,84
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,29,19,1620,18.0,15,1,16,12,3,3,2,0,9.7,7.3,1.9,9.2,52,90,115,Matches,0.8333333333333334,0.05555555555555555,0.8888888888888888,0.5388888888888889,0.10555555555555556,2.888888888888889,5.0,6.388888888888889,99,44,98,96,62,84,81,80
1632,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25,1999,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,Matches,0.9316770186335402,0.5590062111801242,1.4906832298136645,0.546583850931677,0.3850931677018633,4.534161490683229,3.105590062111801,7.763975155279502,99,99,100,97,99,95,43,89
1514,Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26,1997,31,28,2247,25.0,15,5,20,14,1,1,4,0,10.3,9.5,7.1,16.7,142,73,316,Matches,0.6,0.2,0.8,0.41200000000000003,0.284,5.68,2.92,12.64,97,84,97,92,96,98,39,99
2034,Cole Palmer,eng ENG,"MF,FW",Chelsea,eng Premier League,22,2002,37,36,3191,35.5,15,8,23,11,4,5,7,0,17.3,13.3,10.9,24.2,120,214,187,Matches,0.4225352112676056,0.22535211267605634,0.647887323943662,0.48732394366197185,0.3070422535211268,3.380281690140845,6.028169014084507,5.267605633802817,92,88,93,95,97,89,90,70
638,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25,1999,33,29,2597,28.9,15,6,21,15,0,0,4,0,8.6,8.6,7.7,16.4,112,144,161,Matches,0.5190311418685122,0.20761245674740486,0.726643598615917,0.2975778546712803,0.2664359861591696,3.8754325259515574,4.982698961937716,5.570934256055364,96,86,96,85,95,92,81,73
1992,Riccardo Orsolini,it ITA,FW,Bologna,it Serie A,27,1997,30,23,1878,20.9,15,4,19,12,3,3,2,0,10.1,7.8,3.7,11.5,61,69,186,Matches,0.7177033492822967,0.19138755980861244,0.9090909090909092,0.48325358851674644,0.17703349282296652,2.91866028708134,3.3014354066985647,8.89952153110048,98,82,98,95,83,84,48,93
824,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,33,31,2563,28.5,15,8,23,14,1,3,1,0,21.6,19.3,6.8,26.0,93,53,215,Matches,0.5263157894736842,0.2807017543859649,0.8070175438596491,0.7578947368421053,0.23859649122807017,3.263157894736842,1.8596491228070176,7.543859649122807,96,93,97,99,92,88,14,88
699,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,34,20,1855,20.6,15,1,16,15,0,2,2,0,14.1,12.4,1.9,14.3,20,31,115,Matches,0.7281553398058251,0.04854368932038835,0.7766990291262136,0.6844660194174756,0.09223300970873785,0.9708737864077669,1.5048543689320388,5.58252427184466,98,42,97,98,56,34,8,74
2593,Marcus Thuram,fr FRA,FW,Inter,it Serie A,26,1997,32,27,2290,25.4,14,4,18,14,0,0,1,0,9.9,9.9,4.4,14.3,62,53,170,Matches,0.5511811023622047,0.15748031496062992,0.7086614173228347,0.3897637795275591,0.17322834645669294,2.440944881889764,2.0866141732283467,6.692913385826772,96,76,95,92,82,77,18,83
239,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,34,27,2181,24.2,14,10,24,14,0,0,2,0,13.4,13.4,10.1,23.5,137,96,374,Matches,0.578512396694215,0.4132231404958678,0.9917355371900827,0.5537190082644629,0.41735537190082644,5.661157024793389,3.9669421487603307,15.454545454545455,97,98,99,97,99,98,63,99
840,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,27,27,2293,25.5,14,3,17,14,0,0,5,0,17.0,17.0,2.4,19.4,37,14,104,Matches,0.5490196078431373,0.11764705882352941,0.6666666666666666,0.6666666666666666,0.09411764705882353,1.4509803921568627,0.5490196078431373,4.078431372549019,96,66,94,98,57,51,0,57
1671,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.6,12.0,3.2,15.2,45,53,122,Matches,0.4761904761904762,0.06802721088435375,0.54421768707483,0.46258503401360546,0.108843537414966,1.5306122448979593,1.8027210884353742,4.149659863945579,95,48,90,94,63,54,13,58
1538,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31,1993,36,35,2843,31.6,14,10,24,11,3,4,4,0,13.0,9.8,4.0,13.8,31,36,219,Matches,0.4430379746835443,0.3164556962025316,0.7594936708860759,0.4113924050632911,0.12658227848101264,0.9810126582278481,1.1392405063291138,6.930379746835443,93,95,96,92,69,34,3,84
2513,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24,2000,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,Matches,0.4878048780487805,0.13937282229965156,0.6271777003484321,0.35888501742160284,0.10452961672473868,0.5923344947735192,1.0104529616724738,3.902439024390244,95,71,93,90,61,17,2,55
724,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,12.0,12.0,5.0,17.1,108,110,293,Matches,0.4868913857677903,0.18726591760299627,0.6741573033707865,0.449438202247191,0.18726591760299627,4.044943820224719,4.119850187265918,10.97378277153558,95,82,94,94,85,93,67,97
2401,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,10.0,8.4,2.1,10.5,47,46,141,Matches,0.49242424242424243,0.1893939393939394,0.6818181818181819,0.3787878787878788,0.07954545454545456,1.7803030303030305,1.7424242424242424,5.340909090909091,95,82,95,91,50,62,11,70
375,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,27,1996,34,34,2973,33.0,13,8,21,12,1,1,1,0,8.6,7.8,6.8,14.7,109,91,212,Matches,0.3939393939393939,0.24242424242424243,0.6363636363636364,0.2606060606060606,0.20606060606060606,3.303030303030303,2.757575757575758,6.424242424242424,91,90,93,82,88,89,34,80
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30,1994,31,29,2495,27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,Matches,0.4693140794223827,0.07220216606498195,0.5415162454873647,0.37545126353790614,0.11191335740072203,0.36101083032490977,1.48014440433213,4.476534296028881,95,50,90,91,64,9,7,61
331,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21,2003,16,16,1228,13.6,13,2,15,12,1,2,0,0,11.3,9.7,4.5,14.2,14,24,110,Matches,0.9558823529411765,0.14705882352941177,1.1029411764705883,0.8308823529411765,0.33088235294117646,1.0294117647058825,1.7647058823529411,8.088235294117647,99,73,99,99,98,36,11,90
1705,Scott McTominay,sct SCO,MF,Napoli,it Serie A,27,1996,34,33,2938,32.6,12,4,16,12,0,0,3,0,7.4,7.4,2.7,10.1,56,112,131,Matches,0.36809815950920244,0.12269938650306748,0.49079754601226994,0.22699386503067484,0.08282208588957056,1.7177914110429446,3.4355828220858893,4.01840490797546,90,67,86,78,51,60,52,56
2154,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26,1998,35,35,2974,33.0,12,4,16,7,5,5,8,0,11.6,7.7,3.0,10.7,73,75,113,Matches,0.36363636363636365,0.12121212121212122,0.48484848484848486,0.3515151515151515,0.09090909090909091,2.212121212121212,2.272727272727273,3.4242424242424243,89,67,86,89,55,72,22,49
1651,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26,1997,31,31,2564,28.5,12,3,15,12,0,0,1,0,13.5,13.5,4.3,17.8,34,68,197,Matches,0.42105263157894735,0.10526315789473684,0.5263157894736842,0.47368421052631576,0.15087719298245614,1.1929824561403508,2.3859649122807016,6.912280701754386,92,62,89,95,77,43,25,84
1834,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21,2003,25,21,1798,20.0,12,2,14,12,0,0,3,0,9.3,9.3,4.5,13.8,71,107,156,Matches,0.6,0.1,0.7,0.465,0.225,3.55,5.35,7.8,97,60,95,95,90,91,85,89
1532,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23,2000,33,27,2353,26.1,12,1,13,11,1,1,10,0,7.6,6.8,1.6,8.4,15,18,98,Matches,0.45977011494252873,0.038314176245210725,0.49808429118773945,0.2911877394636015,0.06130268199233716,0.5747126436781609,0.689655172413793,3.754789272030651,94,39,87,84,40,16,0,53
1961,Michael Olise,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,2001,34,28,2334,25.9,12,15,27,12,0,0,3,0,9.7,9.7,12.0,21.7,119,184,381,Matches,0.46332046332046334,0.5791505791505792,1.0424710424710426,0.3745173745173745,0.46332046332046334,4.594594594594595,7.104247104247104,14.71042471042471,94,99,99,91,99,96,96,99
2497,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,19,2004,28,23,1887,21.0,12,4,16,12,0,0,4,0,7.0,7.0,3.4,10.4,26,35,149,Matches,0.5714285714285714,0.19047619047619047,0.7619047619047619,0.3333333333333333,0.1619047619047619,1.2380952380952381,1.6666666666666667,7.095238095238095,97,82,96,88,80,44,10,85
1260,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,Matches,0.4332129963898917,0.10830324909747292,0.5415162454873647,0.4332129963898917,0.11913357400722022,1.263537906137184,2.2382671480144407,4.512635379061372,93,63,90,94,66,45,21,61
785,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,1997,32,27,2418,26.9,12,2,14,10,2,2,0,0,11.9,10.3,2.4,12.7,24,16,175,Matches,0.446096654275093,0.07434944237918216,0.5204460966542751,0.44237918215613387,0.08921933085501858,0.892193308550186,0.5947955390334573,6.505576208178439,93,51,88,94,54,30,0,81
1367,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,25,1999,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,Matches,0.46153846153846156,0.23076923076923078,0.6923076923076923,0.3961538461538462,0.1846153846153846,3.1153846153846154,4.038461538461538,6.653846153846154,94,88,95,92,84,87,65,82
693,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,Matches,0.41666666666666663,0.06944444444444445,0.4861111111111111,0.3229166666666667,0.06597222222222222,2.1180555555555554,1.0416666666666667,3.819444444444444,92,49,86,87,43,69,2,54
2786,Nick Woltemade,de GER,"FW,MF",Stuttgart,de Bundesliga,22,2002,28,17,1622,18.0,12,2,14,10,2,3,5,1,10.2,8.0,4.6,12.6,31,52,141,Matches,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.5666666666666667,0.25555555555555554,1.7222222222222223,2.888888888888889,7.833333333333333,98,64,97,97,94,60,38,89
1084,Evann Guessand,ci CIV,"FW,MF",Nice,fr Ligue 1,23,2001,33,30,2565,28.5,12,8,20,12,0,0,2,0,9.2,9.2,5.4,14.6,87,79,162,Matches,0.42105263157894735,0.2807017543859649,0.7017543859649122,0.3228070175438596,0.18947368421052632,3.0526315789473686,2.7719298245614037,5.684210526315789,92,93,95,87,86,86,35,74
1433,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,11.7,8.6,3.5,12.0,30,40,131,Matches,0.541871921182266,0.19704433497536944,0.7389162561576355,0.5763546798029556,0.17241379310344826,1.477832512315271,1.9704433497536946,6.45320197044335,96,84,96,97,82,52,16,81
252,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,2002,35,25,2323,25.8,11,4,15,10,1,1,4,0,12.5,11.7,2.9,14.6,44,27,124,Matches,0.4263565891472868,0.15503875968992248,0.5813953488372093,0.4844961240310077,0.11240310077519379,1.7054263565891472,1.0465116279069766,4.8062015503875966,93,76,91,95,64,60,2,65
2131,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31,1993,30,24,1902,21.1,11,4,15,10,1,1,3,0,7.4,6.6,3.1,9.8,51,116,141,Matches,0.5213270142180094,0.1895734597156398,0.7109004739336492,0.35071090047393366,0.14691943127962084,2.4170616113744074,5.497630331753554,6.682464454976303,96,82,95,89,75,77,86,83
802,Hugo Duro,es ESP,FW,Valencia,es La Liga,24,1999,31,25,2166,24.1,11,2,13,10,1,1,5,0,9.4,8.6,1.3,9.9,13,28,88,Matches,0.45643153526970953,0.08298755186721991,0.5394190871369294,0.3900414937759336,0.05394190871369294,0.5394190871369294,1.1618257261410787,3.6514522821576763,94,54,89,92,36,15,3,52
2157,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25,1998,34,29,2478,27.5,11,9,20,8,3,4,1,0,12.0,8.9,6.4,15.2,121,105,191,Matches,0.4,0.32727272727272727,0.7272727272727273,0.43636363636363634,0.23272727272727273,4.4,3.8181818181818183,6.945454545454545,91,96,96,94,91,95,60,84
1854,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24,2000,32,31,2649,29.4,11,2,13,11,0,0,5,0,9.1,9.1,2.9,12.1,90,82,197,Matches,0.3741496598639456,0.06802721088435375,0.44217687074829937,0.30952380952380953,0.09863945578231292,3.0612244897959187,2.7891156462585034,6.700680272108844,90,48,82,86,59,86,35,83
1740,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23,2000,34,13,1449,16.1,11,6,17,8,3,4,2,0,10.3,7.0,4.3,11.4,37,54,140,Matches,0.6832298136645962,0.37267080745341613,1.0559006211180124,0.639751552795031,0.26708074534161486,2.2981366459627326,3.354037267080745,8.695652173913043,98,97,99,98,95,74,50,92
1540,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26,1997,38,36,3092,34.4,11,2,13,10,1,1,3,1,10.1,9.3,4.5,13.8,131,93,247,Matches,0.31976744186046513,0.05813953488372093,0.37790697674418605,0.2936046511627907,0.1308139534883721,3.808139534883721,2.703488372093023,7.180232558139535,86,45,77,84,70,92,33,85
1205,Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,31,1993,37,24,1952,21.7,11,3,14,11,0,0,2,0,9.3,9.3,3.2,12.6,22,28,108,Matches,0.5069124423963134,0.1382488479262673,0.6451612903225806,0.4285714285714286,0.14746543778801843,1.0138248847926268,1.2903225806451613,4.976958525345622,95,71,93,93,76,35,5,67
1411,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33,1991,32,32,2767,30.7,11,8,19,8,3,3,4,0,11.8,9.5,4.3,13.7,75,143,202,Matches,0.3583061889250814,0.26058631921824105,0.6188925081433225,0.3843648208469056,0.14006514657980457,2.44299674267101,4.657980456026059,6.579804560260587,89,91,92,91,73,77,76,82
1270,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23,2001,33,24,2177,24.2,11,3,14,11,0,0,5,0,10.4,10.4,2.3,12.7,60,71,197,Matches,0.4545454545454546,0.12396694214876033,0.578512396694215,0.4297520661157025,0.09504132231404958,2.479338842975207,2.9338842975206614,8.140495867768596,94,68,91,93,57,78,39,90
1557,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24,1999,32,23,1953,21.7,11,2,13,9,2,2,2,0,6.5,4.9,3.0,7.9,30,59,108,Matches,0.5069124423963134,0.09216589861751152,0.599078341013825,0.2995391705069125,0.1382488479262673,1.3824884792626728,2.71889400921659,4.976958525345622,95,58,92,85,73,49,33,67
1418,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24,2000,37,37,3057,34.0,11,5,16,9,2,3,6,0,12.1,9.7,2.9,12.6,42,56,149,Matches,0.3235294117647059,0.14705882352941177,0.47058823529411764,0.3558823529411765,0.08529411764705883,1.2352941176470589,1.6470588235294117,4.382352941176471,87,73,85,89,52,44,10,60
1290,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24,2000,30,24,2253,25.0,11,8,19,9,2,3,8,1,10.4,8.2,8.0,16.2,169,85,256,Matches,0.44,0.32,0.76,0.41600000000000004,0.32,6.76,3.4,10.24,93,95,96,93,98,99,51,96
2515,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37,1986,32,6,1078,12.0,11,2,13,8,3,3,4,0,8.1,5.8,0.6,6.5,2,10,36,Matches,0.9166666666666666,0.16666666666666666,1.0833333333333333,0.6749999999999999,0.049999999999999996,0.16666666666666666,0.8333333333333334,3.0,99,78,99,98,34,3,1,46
2394,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,37,36,3203,35.6,11,5,16,11,0,0,9,0,10.0,10.0,5.8,15.8,140,109,282,Matches,0.3089887640449438,0.14044943820224717,0.449438202247191,0.28089887640449435,0.16292134831460672,3.932584269662921,3.061797752808989,7.921348314606742,85,71,83,83,80,92,42,89
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,Matches,0.43137254901960786,0.0784313725490196,0.5098039215686274,0.32156862745098036,0.1450980392156863,2.392156862745098,1.4901960784313726,6.470588235294118,93,52,88,87,75,76,7,81
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,1996,30,17,1637,18.2,11,5,16,11,0,0,2,0,10.2,10.2,5.5,15.8,75,64,266,Matches,0.6043956043956045,0.27472527472527475,0.8791208791208791,0.5604395604395604,0.30219780219780223,4.120879120879121,3.5164835164835164,14.615384615384617,97,92,98,97,97,93,54,99
1262,João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,Matches,0.4629629629629629,0.27777777777777773,0.7407407407407407,0.41203703703703703,0.23148148148148145,3.0555555555555554,3.6111111111111107,5.925925925925926,94,92,96,92,91,86,56,76
754,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,1998,34,33,2862,31.8,10,7,17,10,0,0,2,0,6.6,6.6,3.7,10.3,64,130,178,Matches,0.31446540880503143,0.22012578616352202,0.5345911949685535,0.20754716981132074,0.11635220125786164,2.0125786163522013,4.088050314465408,5.59748427672956,86,87,89,76,65,67,66,74
