Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Matches,goals_per_90,assists_per_90,goals_assists_per_90,expected_goals_per_90,expected_assists_per_90,progressive_carries_per_90,progressive_passes_per_90,progressive_receptions_per_90,Goals,Assists,Goals + Assists,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions
2237,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-295,1992,30,30,2657,29.5,27,17,44,18,9,9,1,0,22.1,15.0,11.2,26.2,124,114,375,Matches,0.9152542372881356,0.576271186440678,1.4915254237288136,0.7491525423728814,0.3796610169491525,4.203389830508475,3.864406779661017,12.711864406779661,99,99,99,99,98,94,60,99
1447,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-228,1988,29,27,2299,25.5,25,2,27,22,3,4,1,0,24.0,20.8,2.3,23.2,24,45,145,Matches,0.9803921568627451,0.0784313725490196,1.0588235294117647,0.9411764705882353,0.09019607843137255,0.9411764705882353,1.7647058823529411,5.686274509803922,99,52,99,99,54,33,11,75
1285,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31-252,1993,26,24,2023,22.5,23,8,31,14,9,9,4,0,17.9,10.9,4.3,15.1,24,77,122,Matches,1.0222222222222221,0.35555555555555557,1.3777777777777778,0.7955555555555555,0.1911111111111111,1.0666666666666667,3.422222222222222,5.4222222222222225,99,97,99,99,86,38,50,72
2139,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-342,1999,28,24,1720,19.1,22,4,26,19,3,4,2,0,14.1,11.0,3.2,14.2,16,29,140,Matches,1.1518324607329842,0.20942408376963348,1.3612565445026177,0.7382198952879581,0.16753926701570682,0.8376963350785339,1.5183246073298429,7.329842931937172,99,85,99,99,81,28,8,86
1649,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-107,1998,28,28,2420,26.9,22,3,25,16,6,7,3,0,19.9,14.4,6.5,20.9,121,118,322,Matches,0.8178438661710038,0.11152416356877325,0.929368029739777,0.7397769516728624,0.241635687732342,4.4981412639405205,4.386617100371748,11.970260223048328,99,64,98,99,93,95,71,98
1082,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,24-259,2000,28,28,2480,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,Matches,0.7608695652173912,0.10869565217391304,0.8695652173913043,0.7536231884057971,0.10144927536231883,0.6884057971014492,0.6521739130434783,3.731884057971014,98,63,98,99,60,22,0,54
684,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27-326,1997,26,17,1528,17.0,21,5,26,20,1,1,1,0,14.9,14.2,7.0,21.2,119,113,222,Matches,1.2352941176470589,0.29411764705882354,1.5294117647058822,0.8764705882352941,0.4117647058823529,7.0,6.647058823529412,13.058823529411764,100,93,100,99,99,99,94,99
1189,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,25-197,1999,26,26,2117,23.5,20,5,25,18,2,2,1,0,16.1,14.5,3.8,18.3,67,65,169,Matches,0.851063829787234,0.2127659574468085,1.0638297872340425,0.6851063829787235,0.16170212765957445,2.851063829787234,2.765957446808511,7.191489361702128,99,86,99,98,80,84,33,85
2710,Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,33-120,1991,29,28,2344,26.0,18,3,21,15,3,3,1,0,11.0,8.7,1.9,10.6,13,33,72,Matches,0.6923076923076923,0.11538461538461539,0.8076923076923077,0.4230769230769231,0.07307692307692307,0.5,1.2692307692307692,2.769230769230769,98,65,97,93,47,14,4,44
1297,Moise Kean,it ITA,FW,Fiorentina,it Serie A,25-037,2000,28,27,2344,26.0,17,3,20,16,1,2,5,0,15.6,14.0,1.8,15.8,33,23,125,Matches,0.6538461538461539,0.11538461538461539,0.7692307692307693,0.6,0.06923076923076923,1.2692307692307692,0.8846153846153846,4.8076923076923075,98,65,96,97,45,46,1,65
1651,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-242,1999,30,30,2694,29.9,16,5,21,11,5,5,2,0,9.8,5.9,6.7,12.6,101,113,281,Matches,0.5351170568561873,0.16722408026755853,0.7023411371237459,0.3277591973244148,0.22408026755852845,3.3779264214046822,3.779264214046823,9.39799331103679,96,78,95,87,91,89,58,94
409,Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,24-269,2000,24,23,1665,18.5,15,2,17,14,1,1,0,0,12.3,11.5,2.7,14.1,25,36,127,Matches,0.8108108108108109,0.10810810810810811,0.918918918918919,0.664864864864865,0.14594594594594595,1.3513513513513513,1.945945945945946,6.864864864864865,99,63,98,98,75,49,15,83
399,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33-258,1991,29,25,2195,24.4,15,2,17,8,7,7,3,0,12.5,7.2,1.4,8.7,21,20,101,Matches,0.6147540983606558,0.0819672131147541,0.6967213114754098,0.5122950819672132,0.05737704918032787,0.8606557377049181,0.819672131147541,4.139344262295082,97,54,95,96,38,29,1,58
1066,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29-025,1996,24,23,2073,23.0,15,1,16,13,2,2,3,0,17.6,16.0,3.7,19.7,16,29,103,Matches,0.6521739130434783,0.043478260869565216,0.6956521739130435,0.7652173913043478,0.16086956521739132,0.6956521739130435,1.2608695652173914,4.478260869565218,98,41,94,99,79,22,4,62
1330,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29-218,1995,25,25,2202,24.5,15,5,20,14,1,2,5,1,12.9,11.2,5.2,16.4,39,53,124,Matches,0.6122448979591837,0.20408163265306123,0.8163265306122449,0.5265306122448979,0.2122448979591837,1.5918367346938775,2.163265306122449,5.061224489795919,97,85,97,96,90,57,19,68
1033,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,23-187,2001,27,25,2191,24.3,15,3,18,10,5,6,1,0,12.2,7.4,4.2,11.6,100,123,231,Matches,0.6172839506172839,0.12345679012345678,0.7407407407407407,0.5020576131687242,0.1728395061728395,4.11522633744856,5.061728395061729,9.506172839506172,97,67,96,95,82,93,81,95
1592,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-058,1999,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,Matches,0.9316770186335402,0.5590062111801242,1.4906832298136645,0.546583850931677,0.3850931677018633,4.534161490683229,3.105590062111801,7.763975155279502,99,99,99,96,98,95,43,88
2703,Yoane Wissa,cd COD,FW,Brentford,eng Premier League,28-215,1996,27,26,2200,24.4,14,2,16,14,0,0,2,0,13.8,13.8,1.6,15.4,44,52,120,Matches,0.5737704918032788,0.0819672131147541,0.6557377049180328,0.5655737704918034,0.06557377049180328,1.8032786885245902,2.1311475409836067,4.918032786885246,96,54,93,97,43,63,18,66
658,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-082,2000,26,22,2060,22.9,14,3,17,8,6,7,4,0,14.1,8.6,3.6,12.2,28,49,148,Matches,0.6113537117903931,0.13100436681222707,0.7423580786026202,0.6157205240174672,0.1572052401746725,1.2227074235807862,2.139737991266376,6.462882096069869,97,69,96,97,78,44,19,81
1980,Cole Palmer,eng ENG,MF,Chelsea,eng Premier League,22-335,2002,29,29,2530,28.1,14,7,21,11,3,4,5,0,15.3,12.1,9.1,21.2,89,162,145,Matches,0.49822064056939497,0.24911032028469748,0.7473309608540925,0.5444839857651246,0.3238434163701067,3.167259786476868,5.765124555160142,5.160142348754448,95,90,96,96,98,87,88,69
2518,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-243,1997,30,26,2176,24.2,14,4,18,14,0,0,1,0,9.8,9.8,4.3,14.2,61,52,164,Matches,0.578512396694215,0.1652892561983471,0.7438016528925621,0.40495867768595045,0.17768595041322313,2.5206611570247937,2.1487603305785123,6.776859504132232,96,78,96,92,83,79,19,83
1630,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-282,1997,29,27,2257,25.1,13,2,15,11,2,2,2,0,11.6,10.0,3.0,13.0,34,44,111,Matches,0.5179282868525896,0.0796812749003984,0.597609561752988,0.46215139442231074,0.1195219123505976,1.3545816733067728,1.752988047808765,4.422310756972111,95,52,91,94,66,49,11,61
2115,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-113,1996,28,26,2252,25.0,13,8,21,12,1,1,3,0,14.5,13.7,10.6,24.3,74,115,264,Matches,0.52,0.32,0.84,0.58,0.424,2.96,4.6,10.56,95,95,97,97,99,85,75,96
1476,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-168,1997,24,22,1703,18.9,13,5,18,12,1,1,4,0,9.2,8.4,5.3,13.7,104,50,227,Matches,0.6878306878306879,0.2645502645502646,0.9523809523809524,0.48677248677248675,0.2804232804232804,5.502645502645503,2.6455026455026456,12.010582010582011,98,91,98,95,96,98,30,98
2257,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-346,2000,21,17,1347,15.0,13,1,14,11,2,2,2,0,8.3,6.7,1.4,8.1,42,78,100,Matches,0.8666666666666667,0.06666666666666667,0.9333333333333333,0.5533333333333333,0.09333333333333332,2.8,5.2,6.666666666666667,99,49,98,96,56,83,82,82
1273,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,23-076,2002,26,25,2062,22.9,13,1,14,8,5,7,2,0,11.7,6.5,1.2,7.7,38,61,143,Matches,0.5676855895196506,0.04366812227074236,0.6113537117903931,0.5109170305676856,0.052401746724890834,1.6593886462882097,2.663755458515284,6.244541484716158,96,41,92,95,36,59,31,80
807,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22-290,2002,27,25,2050,22.8,13,4,17,12,1,3,0,0,18.5,16.2,4.9,21.1,73,37,170,Matches,0.5701754385964912,0.17543859649122806,0.7456140350877193,0.8114035087719298,0.2149122807017544,3.2017543859649122,1.6228070175438596,7.456140350877193,96,80,96,99,90,88,9,87
236,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-216,2002,28,23,1832,20.4,13,9,22,13,0,0,2,0,12.2,12.2,9.2,21.5,115,74,303,Matches,0.6372549019607844,0.44117647058823534,1.0784313725490198,0.5980392156862745,0.45098039215686275,5.637254901960785,3.6274509803921573,14.852941176470589,98,98,99,97,99,98,55,99
2673,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,29-097,1995,31,26,2142,23.8,13,6,19,11,2,2,1,0,13.9,12.3,2.7,14.9,47,22,133,Matches,0.5462184873949579,0.25210084033613445,0.7983193277310924,0.5840336134453782,0.1134453781512605,1.9747899159663864,0.9243697478991596,5.588235294117647,96,90,97,97,64,67,1,74
625,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-314,1999,26,24,2143,23.8,13,4,17,13,0,0,3,0,6.7,6.7,6.6,13.4,92,112,137,Matches,0.5462184873949579,0.1680672268907563,0.7142857142857143,0.2815126050420168,0.27731092436974786,3.865546218487395,4.705882352941177,5.756302521008403,96,79,95,83,96,92,77,75
1787,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22-039,2003,25,21,1798,20.0,12,2,14,12,0,0,3,0,9.3,9.3,4.5,13.8,71,107,156,Matches,0.6,0.1,0.7,0.465,0.225,3.55,5.35,7.8,97,60,95,94,91,91,84,89
1332,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25-336,1999,28,24,1936,21.5,12,6,18,6,6,6,6,0,9.9,5.1,4.7,9.9,64,88,132,Matches,0.5581395348837209,0.27906976744186046,0.8372093023255814,0.4604651162790698,0.2186046511627907,2.9767441860465116,4.093023255813954,6.1395348837209305,96,92,97,94,90,85,65,79
679,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,22-057,2003,30,29,2324,25.8,12,2,14,10,2,2,8,0,9.0,7.4,1.9,9.2,57,29,100,Matches,0.46511627906976744,0.07751937984496124,0.5426356589147286,0.3488372093023256,0.07364341085271317,2.2093023255813953,1.124031007751938,3.875968992248062,94,52,89,89,47,73,3,56
324,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,22-057,2003,11,11,892,9.9,12,2,14,11,1,2,0,0,9.8,8.2,3.7,11.9,10,20,87,Matches,1.2121212121212122,0.20202020202020202,1.4141414141414141,0.98989898989899,0.37373737373737376,1.0101010101010102,2.0202020202020203,8.787878787878787,99,84,99,99,98,36,16,92
2031,Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31-251,1993,21,14,1347,15.0,12,1,13,12,0,0,3,0,8.7,8.7,2.2,10.9,45,46,86,Matches,0.8,0.06666666666666667,0.8666666666666667,0.58,0.14666666666666667,3.0,3.066666666666667,5.733333333333333,99,49,98,97,76,85,42,75
823,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-062,2003,22,22,1846,20.5,12,2,14,12,0,0,5,0,14.2,14.2,2.2,16.4,32,9,86,Matches,0.5853658536585366,0.0975609756097561,0.6829268292682927,0.6926829268292682,0.10731707317073172,1.5609756097560976,0.43902439024390244,4.195121951219512,97,60,94,98,62,56,0,59
2440,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-059,2000,29,26,2245,24.9,11,2,13,11,0,0,4,0,7.8,7.8,2.4,10.2,13,24,92,Matches,0.44176706827309237,0.08032128514056225,0.5220883534136547,0.3132530120481928,0.0963855421686747,0.5220883534136547,0.9638554216867471,3.6947791164658637,93,53,88,86,57,15,2,54
2467,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-122,1995,26,10,1096,12.2,11,2,13,10,1,1,3,0,9.5,8.8,1.5,10.3,21,23,55,Matches,0.9016393442622951,0.1639344262295082,1.0655737704918034,0.778688524590164,0.12295081967213116,1.7213114754098362,1.8852459016393444,4.508196721311475,99,77,99,99,67,61,13,62
1398,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-313,1991,25,19,1628,18.1,11,2,13,7,4,5,4,0,11.8,8.0,3.1,11.1,17,59,131,Matches,0.6077348066298343,0.11049723756906077,0.718232044198895,0.6519337016574586,0.17127071823204418,0.9392265193370165,3.2596685082872927,7.23756906077348,97,64,95,98,82,33,46,86
1940,Riccardo Orsolini,it ITA,FW,Bologna,it Serie A,28-072,1997,22,17,1374,15.3,11,3,14,8,3,3,0,0,7.7,5.4,3.2,8.6,47,60,145,Matches,0.7189542483660131,0.19607843137254902,0.9150326797385621,0.5032679738562091,0.20915032679738563,3.071895424836601,3.9215686274509802,9.477124183006536,98,83,98,95,89,87,62,94
1258,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24-268,2000,24,20,1849,20.5,11,5,16,9,2,3,7,1,9.6,7.5,5.6,13.1,139,69,223,Matches,0.5365853658536586,0.24390243902439024,0.7804878048780488,0.46829268292682924,0.27317073170731704,6.780487804878049,3.3658536585365852,10.878048780487806,96,90,96,94,95,99,49,97
101,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25-065,2000,29,22,1844,20.5,11,2,13,10,1,1,4,0,8.9,8.1,2.9,11.0,60,58,122,Matches,0.5365853658536586,0.0975609756097561,0.6341463414634146,0.43414634146341463,0.14146341463414633,2.926829268292683,2.8292682926829267,5.951219512195122,96,60,93,93,74,84,36,77
1056,Evann Guessand,ci CIV,"FW,MF",Nice,fr Ligue 1,23-279,2001,28,27,2340,26.0,11,7,18,11,0,0,2,0,8.0,8.0,4.5,12.5,79,76,151,Matches,0.4230769230769231,0.2692307692307692,0.6923076923076923,0.3076923076923077,0.17307692307692307,3.0384615384615383,2.923076923076923,5.8076923076923075,92,92,94,85,82,86,38,76
770,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27-289,1997,26,22,1985,22.1,11,2,13,9,2,2,0,0,11.3,9.7,2.1,11.7,20,14,151,Matches,0.4977375565610859,0.09049773755656108,0.588235294117647,0.5113122171945701,0.09502262443438914,0.9049773755656108,0.6334841628959276,6.832579185520362,94,57,91,96,56,31,0,83
1610,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-227,1997,28,28,2321,25.8,11,3,14,11,0,0,0,0,12.0,12.0,4.0,16.0,30,62,173,Matches,0.4263565891472868,0.11627906976744186,0.5426356589147286,0.46511627906976744,0.15503875968992248,1.1627906976744187,2.4031007751937983,6.705426356589147,92,66,89,94,77,42,25,83
1502,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-194,1997,29,28,2431,27.0,11,2,13,10,1,1,2,0,7.7,6.9,3.1,10.1,111,71,190,Matches,0.4074074074074074,0.07407407407407407,0.48148148148148145,0.2851851851851852,0.11481481481481481,4.111111111111111,2.6296296296296298,7.037037037037037,91,51,85,84,65,93,30,85
1500,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-328,1993,28,27,2179,24.2,11,8,19,8,3,4,2,0,10.6,7.4,3.1,10.5,23,24,176,Matches,0.4545454545454546,0.3305785123966942,0.7851239669421488,0.4380165289256198,0.12809917355371903,0.9504132231404959,0.9917355371900827,7.272727272727273,93,96,96,93,69,33,2,86
2332,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-310,2003,27,25,1985,22.1,11,5,16,10,1,1,2,1,7.7,6.9,1.9,8.8,35,38,119,Matches,0.4977375565610859,0.2262443438914027,0.7239819004524887,0.34841628959276016,0.08597285067873302,1.583710407239819,1.7194570135746605,5.384615384615384,94,88,95,89,52,56,11,71
2070,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,32-027,1993,24,19,1481,16.5,10,4,14,9,1,1,3,0,6.6,5.9,2.7,8.6,43,95,110,Matches,0.6060606060606061,0.24242424242424243,0.8484848484848485,0.39999999999999997,0.16363636363636364,2.606060606060606,5.757575757575758,6.666666666666667,97,89,97,92,80,81,88,82
2092,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26-316,1998,27,27,2310,25.7,10,2,12,6,4,4,5,0,8.9,5.8,1.6,7.4,54,52,82,Matches,0.38910505836575876,0.07782101167315175,0.4669260700389105,0.34630350194552534,0.06225680933852141,2.1011673151750974,2.0233463035019454,3.190661478599222,91,52,84,89,41,70,16,48
1257,Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,25-049,2000,24,24,1953,21.7,10,2,12,10,0,0,5,0,7.7,7.7,2.7,10.4,64,89,137,Matches,0.4608294930875576,0.09216589861751152,0.5529953917050692,0.3548387096774194,0.12442396313364057,2.9493087557603688,4.1013824884792625,6.313364055299539,94,58,89,89,68,85,65,80
1382,Nikola Krstović,me MNE,FW,Lecce,it Serie A,25-001,2000,30,30,2507,27.9,10,3,13,8,2,3,4,0,10.5,8.2,2.6,10.8,35,50,123,Matches,0.35842293906810035,0.10752688172043011,0.4659498207885305,0.3763440860215054,0.0931899641577061,1.2544802867383513,1.7921146953405018,4.408602150537635,88,63,84,90,56,45,12,61
1494,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-208,2000,30,25,2149,23.9,10,1,11,9,1,1,9,0,6.8,6.0,1.5,7.6,15,16,88,Matches,0.4184100418410042,0.041841004184100423,0.46025104602510464,0.28451882845188287,0.06276150627615062,0.6276150627615064,0.6694560669456068,3.682008368200837,92,40,83,84,41,20,0,53
1228,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,33-336,1991,30,24,1912,21.2,10,3,13,7,3,3,3,0,10.4,8.1,2.8,10.8,30,45,107,Matches,0.4716981132075472,0.14150943396226415,0.6132075471698113,0.4905660377358491,0.1320754716981132,1.4150943396226416,2.1226415094339623,5.047169811320755,94,72,92,95,71,51,18,68
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31-040,1994,25,23,2023,22.5,10,1,11,10,0,1,4,0,8.4,7.6,2.4,10.0,9,37,105,Matches,0.4444444444444444,0.044444444444444446,0.4888888888888889,0.37333333333333335,0.10666666666666666,0.4,1.6444444444444444,4.666666666666667,93,41,86,90,62,10,9,64
117,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-332,2000,24,23,1976,22.0,10,8,18,8,2,2,5,0,7.0,5.5,3.4,8.9,68,52,198,Matches,0.45454545454545453,0.36363636363636365,0.8181818181818182,0.3181818181818182,0.15454545454545454,3.090909090909091,2.3636363636363638,9.0,93,97,97,86,77,87,24,93
2268,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-085,1996,24,14,1315,14.6,9,4,13,9,0,0,2,0,8.7,8.7,4.4,13.2,54,45,215,Matches,0.6164383561643836,0.273972602739726,0.8904109589041096,0.595890410958904,0.30136986301369867,3.6986301369863015,3.0821917808219177,14.726027397260275,97,92,98,97,97,91,42,99
709,Luis Díaz,co COL,FW,Liverpool,eng Premier League,28-083,1997,29,23,1935,21.5,9,5,14,9,0,0,2,0,7.9,7.9,3.8,11.6,94,93,238,Matches,0.4186046511627907,0.23255813953488372,0.6511627906976745,0.3674418604651163,0.17674418604651163,4.372093023255814,4.325581395348837,11.069767441860465,92,89,93,90,83,95,70,97
1107,Kai Havertz,de GER,"FW,MF",Arsenal,eng Premier League,25-299,1999,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,Matches,0.44117647058823534,0.14705882352941177,0.5882352941176471,0.4607843137254902,0.11764705882352941,1.6666666666666667,2.8921568627450984,5.392156862745098,93,73,91,94,66,59,38,71
2095,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,26-200,1998,27,22,1885,20.9,9,7,16,6,3,4,1,0,9.9,6.7,5.2,11.9,90,88,148,Matches,0.430622009569378,0.3349282296650718,0.7655502392344498,0.4736842105263158,0.2488038277511962,4.306220095693781,4.210526315789474,7.081339712918661,92,96,96,94,93,94,67,85
1807,Keito Nakamura,jp JPN,FW,Reims,fr Ligue 1,24-252,2000,26,25,2122,23.6,9,2,11,9,0,0,3,0,6.7,6.7,2.1,8.8,67,66,151,Matches,0.3813559322033898,0.0847457627118644,0.4661016949152542,0.28389830508474573,0.08898305084745763,2.8389830508474576,2.796610169491525,6.398305084745762,90,55,84,83,54,84,35,80
2279,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20-338,2004,25,25,2225,24.7,9,1,10,9,0,0,6,0,3.9,3.9,2.7,6.5,24,115,21,Matches,0.3643724696356275,0.04048582995951417,0.4048582995951417,0.15789473684210525,0.10931174089068826,0.9716599190283401,4.65587044534413,0.8502024291497976,89,40,79,68,63,34,76,23
1238,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23-318,2001,27,20,1789,19.9,9,2,11,9,0,0,5,0,9.2,9.2,2.0,11.2,53,59,171,Matches,0.45226130653266333,0.10050251256281408,0.5527638190954774,0.4623115577889447,0.10050251256281408,2.663316582914573,2.9648241206030153,8.592964824120603,93,61,89,94,59,82,39,92
1521,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-134,1996,28,18,1611,17.9,9,5,14,9,0,0,6,0,5.8,5.8,3.6,9.4,39,145,79,Matches,0.5027932960893855,0.2793296089385475,0.782122905027933,0.3240223463687151,0.2011173184357542,2.1787709497206706,8.100558659217878,4.41340782122905,95,92,96,87,88,72,97,61
2708,Nick Woltemade,de GER,"FW,MF",Stuttgart,de Bundesliga,23-051,2002,23,13,1257,14.0,9,2,11,7,2,2,3,0,7.3,5.7,3.5,9.3,23,43,103,Matches,0.6428571428571429,0.14285714285714285,0.7857142857142857,0.5214285714285715,0.25,1.6428571428571428,3.0714285714285716,7.357142857142857,98,72,97,96,93,58,42,87
248,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-167,2002,27,18,1696,18.8,9,3,12,8,1,1,3,0,9.7,8.9,2.2,11.1,28,18,91,Matches,0.4787234042553191,0.15957446808510636,0.6382978723404255,0.5159574468085106,0.11702127659574468,1.4893617021276595,0.9574468085106382,4.840425531914893,94,76,93,96,65,53,2,66
558,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26-304,1998,22,19,1642,18.2,9,1,10,9,0,0,4,0,3.4,3.4,1.0,4.3,47,43,78,Matches,0.4945054945054945,0.054945054945054944,0.5494505494505495,0.18681318681318682,0.054945054945054944,2.5824175824175826,2.3626373626373627,4.285714285714286,94,45,89,73,37,80,24,60
2131,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-251,1998,30,29,2498,27.8,9,3,12,9,0,0,2,1,5.6,5.6,2.9,8.5,102,186,103,Matches,0.3237410071942446,0.1079136690647482,0.4316546762589928,0.20143884892086328,0.10431654676258992,3.6690647482014387,6.690647482014389,3.7050359712230216,86,63,81,75,61,91,94,54
2537,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,25-036,2000,23,9,860,9.6,9,3,12,9,0,0,1,1,6.5,6.5,1.8,8.3,17,28,83,Matches,0.9375,0.3125,1.25,0.6770833333333334,0.1875,1.7708333333333335,2.916666666666667,8.645833333333334,99,95,99,98,85,62,38,92
2644,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,25-068,2000,23,18,1568,17.4,9,2,11,5,4,4,3,0,10.9,7.8,1.1,8.9,21,18,94,Matches,0.5172413793103449,0.1149425287356322,0.632183908045977,0.6264367816091955,0.06321839080459771,1.2068965517241381,1.0344827586206897,5.402298850574713,95,65,92,98,42,44,2,72
497,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,26-185,1998,22,21,1774,19.7,9,3,12,7,2,3,6,1,12.1,10.0,2.5,12.5,23,49,119,Matches,0.4568527918781726,0.15228426395939088,0.6091370558375635,0.6142131979695431,0.12690355329949238,1.16751269035533,2.487309644670051,6.040609137055838,93,74,92,97,68,42,26,78
1202,Nicolas Jackson,sn SEN,FW,Chelsea,eng Premier League,23-290,2001,24,23,1817,20.2,9,5,14,9,0,0,6,0,11.5,11.5,4.0,15.5,41,29,96,Matches,0.44554455445544555,0.24752475247524752,0.6930693069306931,0.5693069306930694,0.19801980198019803,2.0297029702970297,1.4356435643564356,4.752475247524752,93,90,94,97,87,68,7,65
1396,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-338,1994,22,15,1361,15.1,9,4,13,5,4,4,1,0,9.6,6.5,2.8,9.3,25,32,109,Matches,0.5960264900662252,0.26490066225165565,0.8609271523178809,0.6357615894039735,0.18543046357615894,1.6556291390728477,2.119205298013245,7.218543046357616,97,91,97,98,85,59,18,86
2702,Florian Wirtz,de GER,"MF,FW",Leverkusen,de Bundesliga,21-338,2003,25,20,1876,20.8,9,10,19,7,2,4,1,0,8.5,5.2,6.0,11.1,103,135,246,Matches,0.43269230769230765,0.4807692307692307,0.9134615384615384,0.40865384615384615,0.28846153846153844,4.951923076923077,6.490384615384615,11.826923076923077,93,99,98,92,97,97,93,98
368,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-107,1996,27,27,2366,26.3,8,5,13,7,1,1,1,0,6.8,6.1,5.3,11.4,88,80,164,Matches,0.3041825095057034,0.19011406844106463,0.49429657794676807,0.2585551330798479,0.2015209125475285,3.3460076045627374,3.041825095057034,6.23574144486692,84,82,86,81,88,89,41,79
2507,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-070,1993,25,24,1956,21.7,8,3,11,7,1,3,0,0,8.1,5.7,3.8,9.5,92,90,148,Matches,0.3686635944700461,0.1382488479262673,0.5069124423963134,0.37327188940092165,0.17511520737327188,4.23963133640553,4.147465437788019,6.820276497695853,89,71,87,90,83,94,66,83
